lcl|TRINITY_DN119899_c0_g1_i1:c234-58,sp|Q92685.1|,Q92685.1,68.889,65.1,2.51e-13
lcl|TRINITY_DN119899_c0_g1_i1:c137-3,sp|Q27333.1|,Q27333.1,67.391,57.4,7.87e-11
lcl|TRINITY_DN141225_c0_g1_i1:37-474,sp|Q7T2R1.1|,Q7T2R1.1,33.871,69.7,7.61e-15
lcl|TRINITY_DN141247_c0_g1_i1:91-270,sp|Q9VJB6.3|,Q9VJB6.3,34.545,47.4,4.91e-07
lcl|TRINITY_DN141234_c0_g1_i1:80-502,sp|C4A0P0.1|,C4A0P0.1,52.174,146,3.93e-45
lcl|TRINITY_DN141239_c0_g1_i1:11-289,sp|P45447.4|,P45447.4,42.857,80.9,3.79e-18
lcl|TRINITY_DN141239_c0_g1_i1:c276-1,sp|P45447.4|,P45447.4,46.067,85.1,1.04e-19
lcl|TRINITY_DN141282_c0_g1_i1:286-594,sp|Q6P5C7.1|,Q6P5C7.1,53.086,89.7,3.62e-21
lcl|TRINITY_DN141282_c0_g1_i1:c515-264,sp|Q6P5C7.1|,Q6P5C7.1,50.000,55.5,2.22e-09
lcl|TRINITY_DN141213_c0_g1_i1:71-262,sp|E9PYQ0.1|,E9PYQ0.1,50.000,69.3,1.03e-14
lcl|TRINITY_DN141213_c0_g1_i1:c196-68,sp|E9PYQ0.1|,E9PYQ0.1,46.512,47.4,2.48e-07
lcl|TRINITY_DN156708_c0_g1_i1:29-202,sp|P55373.1|,P55373.1,56.140,68.9,1.38e-14
lcl|TRINITY_DN156708_c0_g1_i1:c184-2,sp|P55373.1|,P55373.1,54.098,71.6,1.44e-15
lcl|TRINITY_DN111619_c0_g1_i1:2-964,sp|Q96RT8.1|,Q96RT8.1,28.846,118,3.46e-28
lcl|TRINITY_DN111652_c0_g1_i1:2-112,sp|O15119.4|,O15119.4,94.444,83.6,3.21e-20
lcl|TRINITY_DN111652_c0_g1_i1:c200-3,sp|O15119.4|,O15119.4,92.424,139,2.70e-39
lcl|TRINITY_DN162570_c0_g1_i1:c248-3,sp|Q9W5E1.1|,Q9W5E1.1,79.268,129,1.62e-39
lcl|TRINITY_DN162585_c0_g1_i1:59-307,sp|Q9HAC7.2|,Q9HAC7.2,69.880,129,2.39e-36
lcl|TRINITY_DN162578_c0_g1_i1:8-298,sp|P20350.2|,P20350.2,56.566,79.3,7.89e-18
lcl|TRINITY_DN162516_c0_g1_i1:20-214,sp|Q6AA78.1|,Q6AA78.1,100.000,143,4.01e-42
lcl|TRINITY_DN162516_c0_g1_i1:c192-1,sp|Q6AA78.1|,Q6AA78.1,100.000,142,1.46e-41
lcl|TRINITY_DN162562_c0_g1_i1:67-693,sp|P34827.1|,P34827.1,45.116,150,2.26e-44
lcl|TRINITY_DN162562_c0_g1_i1:c705-526,sp|P34827.1|,P34827.1,70.909,84.0,6.20e-21
lcl|TRINITY_DN162576_c0_g1_i1:4-576,sp|O54701.1|,O54701.1,56.977,187,8.27e-55
lcl|TRINITY_DN162584_c0_g1_i1:20-358,sp|Q6ZR08.2|,Q6ZR08.2,67.273,153,3.49e-43
lcl|TRINITY_DN154792_c0_g1_i1:5-481,sp|Q1WM16.2|,Q1WM16.2,33.333,62.4,9.33e-11
lcl|TRINITY_DN154727_c0_g1_i1:336-581,sp|P51815.2|,P51815.2,55.263,95.5,1.44e-23
lcl|TRINITY_DN154708_c0_g1_i1:144-488,sp|Q32KL9.1|,Q32KL9.1,35.652,67.0,1.94e-13
lcl|TRINITY_DN127968_c0_g1_i1:235-321,sp|Q9JLU4.3|,Q9JLU4.3,71.429,46.6,2.45e-07
lcl|TRINITY_DN127968_c0_g1_i1:11-319,sp|Q4ACU6.3|,Q4ACU6.3,66.019,145,1.34e-40
lcl|TRINITY_DN127952_c0_g1_i1:91-1044,sp|Q25189.1|,Q25189.1,79.747,523,0.0
lcl|TRINITY_DN127952_c0_g1_i1:689-1126,sp|O42248.1|,O42248.1,83.898,207,1.47e-66
lcl|TRINITY_DN127952_c0_g1_i1:c170-81,sp|Q93134.1|,Q93134.1,92.000,50.4,1.07e-08
lcl|TRINITY_DN127918_c0_g1_i1:91-1215,sp|Q5ZLF0.1|,Q5ZLF0.1,50.000,288,3.27e-94
lcl|TRINITY_DN127918_c0_g1_i1:c464-81,sp|P50502.2|,P50502.2,37.705,63.2,1.42e-11
lcl|TRINITY_DN127908_c0_g1_i1:155-1444,sp|O54715.1|,O54715.1,28.507,132,9.55e-33
lcl|TRINITY_DN127917_c0_g1_i1:72-587,sp|P02595.2|,P02595.2,50.350,147,7.33e-45
lcl|TRINITY_DN127933_c0_g1_i1:24-1469,sp|P83939.2|,P83939.2,38.679,262,7.91e-82
lcl|TRINITY_DN127900_c0_g1_i1:c223-2,sp|P25228.1|,P25228.1,95.161,121,3.46e-35
lcl|TRINITY_DN127941_c0_g1_i1:38-370,sp|Q7ZV90.1|,Q7ZV90.1,66.964,153,7.92e-44
lcl|TRINITY_DN127941_c0_g1_i1:c160-2,sp|Q7ZV90.1|,Q7ZV90.1,62.500,64.3,3.87e-13
lcl|TRINITY_DN127911_c0_g1_i1:202-1272,sp|Q9Z254.2|,Q9Z254.2,50.992,330,3.29e-111
lcl|TRINITY_DN127947_c0_g1_i1:153-1202,sp|Q6P2K3.2|,Q6P2K3.2,37.398,216,1.72e-63
lcl|TRINITY_DN127947_c0_g1_i1:c256-146,sp|Q6P2K3.2|,Q6P2K3.2,61.765,54.7,5.44e-10
lcl|TRINITY_DN127961_c0_g1_i1:15-785,sp|P49693.3|,P49693.3,61.677,150,6.24e-44
lcl|TRINITY_DN127961_c0_g1_i1:c833-258,sp|Q9LUQ6.1|,Q9LUQ6.1,61.446,83.6,6.34e-19
lcl|TRINITY_DN140065_c0_g1_i1:c206-3,sp|P11913.1|,P11913.1,44.262,56.6,3.95e-10
lcl|TRINITY_DN140041_c0_g1_i1:25-375,sp|E9Q5M6.1|,E9Q5M6.1,35.246,75.5,6.86e-16
lcl|TRINITY_DN140041_c0_g1_i1:c231-16,sp|E9Q5M6.1|,E9Q5M6.1,63.333,50.8,6.35e-08
lcl|TRINITY_DN140041_c0_g1_i1:c106-2,sp|E9Q5M6.1|,E9Q5M6.1,67.647,60.1,5.16e-12
lcl|TRINITY_DN140078_c0_g1_i1:140-919,sp|Q8UVY2.1|,Q8UVY2.1,56.818,313,3.36e-106
lcl|TRINITY_DN140026_c1_g1_i1:136-1578,sp|Q5ZLL8.1|,Q5ZLL8.1,53.704,481,4.02e-167
lcl|TRINITY_DN146337_c0_g1_i1:2-130,sp|Q4T2X8.1|,Q4T2X8.1,47.619,50.1,1.76e-08
lcl|TRINITY_DN146337_c0_g1_i1:54-269,sp|Q9WV50.1|,Q9WV50.1,56.944,98.2,1.10e-26
lcl|TRINITY_DN146337_c0_g1_i1:c242-27,sp|Q4T2X8.1|,Q4T2X8.1,55.556,92.4,2.47e-24
lcl|TRINITY_DN138685_c0_g1_i1:21-3200,sp|Q92833.2|,Q92833.2,37.890,323,8.49e-92
lcl|TRINITY_DN138685_c0_g1_i1:21-3200,sp|Q92833.2|,Q92833.2,55.263,199,1.00e-50
lcl|TRINITY_DN138606_c0_g1_i1:412-540,sp|Q27740.1|,Q27740.1,69.444,63.2,2.38e-13
lcl|TRINITY_DN138606_c0_g1_i1:416-571,sp|Q27740.1|,Q27740.1,69.444,62.8,4.39e-13
lcl|TRINITY_DN138606_c0_g1_i1:189-533,sp|Q8IAY6.1|,Q8IAY6.1,58.407,144,1.20e-43
lcl|TRINITY_DN138606_c0_g1_i1:c479-3,sp|O15905.1|,O15905.1,57.143,186,2.26e-59
lcl|TRINITY_DN138614_c0_g1_i1:47-235,sp|P37801.2|,P37801.2,53.704,48.1,3.02e-07
lcl|TRINITY_DN138635_c0_g1_i1:55-339,sp|P35220.2|,P35220.2,76.923,75.1,4.10e-16
lcl|TRINITY_DN138635_c0_g1_i1:77-2809,sp|P35220.2|,P35220.2,66.444,1073,0.0
lcl|TRINITY_DN138613_c0_g1_i1:c734-264,sp|Q9EQ15.2|,Q9EQ15.2,44.444,121,5.92e-33
lcl|TRINITY_DN138611_c0_g1_i1:119-2923,sp|Q8TAQ5.1|,Q8TAQ5.1,28.193,144,3.15e-34
lcl|TRINITY_DN138629_c0_g1_i1:4-429,sp|Q29DG0.2|,Q29DG0.2,43.678,84.3,1.31e-20
lcl|TRINITY_DN138640_c0_g1_i1:287-568,sp|Q6TEK3.1|,Q6TEK3.1,47.059,61.2,6.11e-12
lcl|TRINITY_DN138640_c0_g1_i1:33-524,sp|Q6TEK3.1|,Q6TEK3.1,47.727,129,1.44e-37
lcl|TRINITY_DN138636_c0_g1_i1:129-1400,sp|A6H7H7.1|,A6H7H7.1,35.878,243,2.59e-74
lcl|TRINITY_DN138660_c0_g1_i1:13-498,sp|Q4R723.1|,Q4R723.1,70.270,167,1.42e-52
lcl|TRINITY_DN138602_c0_g1_i1:577-1494,sp|Q4V8B2.1|,Q4V8B2.1,51.852,228,2.48e-72
lcl|TRINITY_DN138672_c0_g1_i1:25-225,sp|P50157.1|,P50157.1,65.672,96.7,3.88e-26
lcl|TRINITY_DN138671_c0_g1_i1:24-1352,sp|Q6KC79.2|,Q6KC79.2,51.163,307,7.44e-92
lcl|TRINITY_DN138671_c0_g1_i1:c131-3,sp|Q6KCD5.1|,Q6KCD5.1,60.465,56.2,2.06e-10
lcl|TRINITY_DN138690_c0_g1_i1:265-1251,sp|Q8NHQ8.2|,Q8NHQ8.2,47.973,96.7,4.14e-21
lcl|TRINITY_DN138690_c0_g1_i1:c407-255,sp|Q8CJ96.1|,Q8CJ96.1,66.667,49.7,5.00e-08
lcl|TRINITY_DN138605_c0_g1_i1:14-1564,sp|Q4R8Y5.1|,Q4R8Y5.1,35.766,145,2.80e-37
lcl|TRINITY_DN138646_c0_g1_i1:127-1704,sp|Q70KH2.1|,Q70KH2.1,45.582,457,1.46e-155
lcl|TRINITY_DN138637_c0_g1_i1:143-1672,sp|Q5E9T9.1|,Q5E9T9.1,84.891,916,0.0
lcl|TRINITY_DN138637_c0_g1_i1:c1689-1576,sp|Q5E9T9.1|,Q5E9T9.1,93.548,63.2,6.18e-13
lcl|TRINITY_DN138658_c0_g1_i1:c226-2,sp|Q9D4H2.2|,Q9D4H2.2,50.980,55.8,1.19e-09
lcl|TRINITY_DN119711_c0_g1_i1:220-300,sp|P42346.1|,P42346.1,100.000,55.5,1.49e-10
lcl|TRINITY_DN119711_c0_g1_i1:71-283,sp|P42345.1|,P42345.1,70.423,110,5.85e-29
lcl|TRINITY_DN119747_c0_g1_i1:65-526,sp|Q2MV58.2|,Q2MV58.2,31.293,66.2,3.13e-12
lcl|TRINITY_DN119771_c0_g1_i1:4-402,sp|Q91YX5.1|,Q91YX5.1,40.310,115,1.01e-30
lcl|TRINITY_DN119766_c0_g1_i1:21-1097,sp|Q8T880.1|,Q8T880.1,39.535,137,2.01e-34
lcl|TRINITY_DN119766_c0_g1_i1:21-1097,sp|Q8T880.1|,Q8T880.1,38.614,75.5,1.55e-13
lcl|TRINITY_DN119700_c0_g1_i1:2-385,sp|A0A0K3AUJ9.1|,A0A0K3AUJ9.1,80.800,220,1.42e-73
lcl|TRINITY_DN119700_c0_g1_i1:246-449,sp|Q9NL98.1|,Q9NL98.1,81.395,81.6,4.62e-20
lcl|TRINITY_DN119759_c0_g1_i1:277-717,sp|O14917.2|,O14917.2,31.148,52.8,1.46e-07
lcl|TRINITY_DN103340_c0_g1_i1:14-562,sp|Q5TCS8.2|,Q5TCS8.2,32.979,56.6,2.06e-08
lcl|TRINITY_DN103313_c0_g1_i1:40-711,sp|A0A0H2VDN9.1|,A0A0H2VDN9.1,34.615,60.8,1.13e-09
lcl|TRINITY_DN103321_c0_g1_i1:22-222,sp|Q8VDW0.1|,Q8VDW0.1,91.045,133,3.36e-38
lcl|TRINITY_DN117765_c0_g1_i1:937-1866,sp|Q8TD23.3|,Q8TD23.3,45.490,232,5.46e-71
lcl|TRINITY_DN117765_c0_g1_i1:937-1866,sp|Q8TD23.3|,Q8TD23.3,33.333,65.1,1.57e-10
lcl|TRINITY_DN117727_c0_g1_i1:64-1074,sp|Q0V9S3.1|,Q0V9S3.1,34.685,125,1.27e-30
lcl|TRINITY_DN117769_c0_g1_i1:422-946,sp|Q9VPW8.1|,Q9VPW8.1,39.024,75.1,1.45e-15
lcl|TRINITY_DN117769_c0_g1_i1:639-992,sp|Q9VPW8.1|,Q9VPW8.1,43.243,71.6,5.00e-15
lcl|TRINITY_DN152746_c0_g1_i1:76-249,sp|P42643.3|,P42643.3,79.070,77.4,3.99e-18
lcl|TRINITY_DN152774_c0_g1_i1:c397-104,sp|Q5M882.1|,Q5M882.1,57.895,92.4,1.94e-23
lcl|TRINITY_DN152798_c0_g1_i1:88-222,sp|Q86WZ6.1|,Q86WZ6.1,57.778,62.0,2.07e-12
lcl|TRINITY_DN152764_c0_g1_i1:28-441,sp|H9JIQ1.1|,H9JIQ1.1,36.290,102,3.41e-25
lcl|TRINITY_DN152790_c0_g1_i1:6-785,sp|Q5RDF5.1|,Q5RDF5.1,44.758,168,1.88e-50
lcl|TRINITY_DN152706_c0_g1_i1:133-297,sp|O03848.1|,O03848.1,78.431,90.9,1.40e-23
lcl|TRINITY_DN152706_c0_g1_i1:c170-66,sp|P32646.2|,P32646.2,83.333,53.1,1.49e-09
lcl|TRINITY_DN152734_c0_g1_i1:47-313,sp|Q8K010.1|,Q8K010.1,53.012,99.4,8.49e-25
lcl|TRINITY_DN152734_c0_g1_i1:c107-9,sp|Q10093.1|,Q10093.1,71.429,49.7,2.57e-08
lcl|TRINITY_DN114104_c0_g1_i1:81-326,sp|Q9P2J8.3|,Q9P2J8.3,50.704,77.8,2.76e-17
lcl|TRINITY_DN114104_c0_g1_i1:81-326,sp|Q9P2J8.3|,Q9P2J8.3,41.772,58.9,1.32e-10
lcl|TRINITY_DN114142_c0_g1_i1:152-247,sp|Q5RAX0.1|,Q5RAX0.1,73.333,48.1,8.57e-08
lcl|TRINITY_DN114142_c0_g1_i1:c238-5,sp|Q5RAX0.1|,Q5RAX0.1,58.333,88.6,3.83e-21
lcl|TRINITY_DN114135_c0_g1_i1:33-254,sp|O17570.2|,O17570.2,59.375,78.6,3.54e-20
lcl|TRINITY_DN114135_c0_g1_i1:c194-18,sp|O17570.2|,O17570.2,64.000,66.2,1.95e-15
lcl|TRINITY_DN114135_c0_g1_i1:c148-5,sp|Q962S5.1|,Q962S5.1,61.765,44.3,4.52e-07
lcl|TRINITY_DN114152_c0_g1_i1:39-275,sp|Q80W93.2|,Q80W93.2,51.899,99.4,6.41e-25
lcl|TRINITY_DN114152_c0_g1_i1:c253-2,sp|Q80W93.2|,Q80W93.2,53.086,100,1.92e-25
lcl|TRINITY_DN114134_c0_g1_i1:9-203,sp|Q8LAC4.1|,Q8LAC4.1,41.071,53.1,5.26e-09
lcl|TRINITY_DN113438_c0_g1_i1:17-526,sp|Q2TBS4.1|,Q2TBS4.1,28.655,55.5,8.93e-09
lcl|TRINITY_DN113472_c0_g1_i1:50-526,sp|Q9U637.1|,Q9U637.1,55.215,126,1.05e-34
lcl|TRINITY_DN113472_c0_g1_i1:c117-1,sp|Q9U637.1|,Q9U637.1,82.051,67.8,1.03e-14
lcl|TRINITY_DN113461_c0_g1_i1:c276-1,sp|F1QZ15.1|,F1QZ15.1,42.391,72.0,4.55e-16
lcl|TRINITY_DN113402_c0_g1_i1:4-246,sp|Q5I598.1|,Q5I598.1,50.000,70.9,6.85e-15
lcl|TRINITY_DN138042_c0_g1_i1:77-2239,sp|Q9BXC9.1|,Q9BXC9.1,55.062,811,0.0
lcl|TRINITY_DN138042_c0_g1_i1:c194-12,sp|Q98SP7.1|,Q98SP7.1,62.857,49.3,1.19e-07
lcl|TRINITY_DN138009_c0_g1_i1:17-1666,sp|Q5NVF9.1|,Q5NVF9.1,69.414,803,0.0
lcl|TRINITY_DN138051_c0_g1_i1:100-1446,sp|P86934.1|,P86934.1,80.576,663,0.0
lcl|TRINITY_DN138051_c0_g1_i1:5-181,sp|P86933.1|,P86933.1,88.889,53.9,2.18e-09
lcl|TRINITY_DN138051_c0_g1_i1:c1518-346,sp|P86934.1|,P86934.1,78.144,506,5.03e-178
lcl|TRINITY_DN138051_c0_g1_i1:c1535-1125,sp|P25166.1|,P25166.1,79.452,135,9.53e-38
lcl|TRINITY_DN138099_c0_g1_i1:108-2762,sp|Q5F3X8.1|,Q5F3X8.1,47.281,728,0.0
lcl|TRINITY_DN138099_c0_g1_i1:c310-71,sp|Q7SYD5.1|,Q7SYD5.1,62.687,63.9,1.57e-12
lcl|TRINITY_DN138053_c0_g1_i1:4-330,sp|Q8TD57.1|,Q8TD57.1,68.807,164,4.41e-47
lcl|TRINITY_DN138053_c0_g1_i1:c143-3,sp|Q8BW94.2|,Q8BW94.2,81.818,77.4,7.67e-18
lcl|TRINITY_DN138036_c0_g1_i1:69-1277,sp|Q8BGE6.2|,Q8BGE6.2,51.414,348,1.30e-116
lcl|TRINITY_DN138001_c0_g1_i1:337-1173,sp|P84173.1|,P84173.1,74.170,433,6.93e-154
lcl|TRINITY_DN138054_c0_g1_i1:12-251,sp|P40614.1|,P40614.1,91.250,138,1.37e-40
lcl|TRINITY_DN138054_c0_g1_i1:c95-3,sp|Q8VEM8.1|,Q8VEM8.1,83.871,55.8,1.49e-10
lcl|TRINITY_DN138059_c0_g1_i1:c303-1,sp|Q96H12.1|,Q96H12.1,63.415,61.6,1.78e-11
lcl|TRINITY_DN138048_c0_g1_i1:82-783,sp|Q6DG43.1|,Q6DG43.1,65.179,301,2.24e-103
lcl|TRINITY_DN138048_c0_g1_i1:c795-568,sp|Q6PGH0.1|,Q6PGH0.1,57.353,84.0,1.42e-20
lcl|TRINITY_DN138048_c0_g1_i1:c278-42,sp|Q6DG43.1|,Q6DG43.1,72.727,103,6.72e-28
lcl|TRINITY_DN138013_c0_g1_i1:148-1965,sp|Q9Y625.1|,Q9Y625.1,38.217,348,1.23e-111
lcl|TRINITY_DN138095_c0_g1_i1:267-1169,sp|P56965.3|,P56965.3,35.088,148,1.57e-41
lcl|TRINITY_DN138067_c0_g1_i1:33-1367,sp|Q3UY96.3|,Q3UY96.3,34.259,189,4.51e-51
lcl|TRINITY_DN138039_c0_g1_i1:13-210,sp|P03631.1|,P03631.1,100.000,149,1.70e-43
lcl|TRINITY_DN138039_c0_g1_i1:787-960,sp|P69594.1|,P69594.1,100.000,75.1,3.34e-19
lcl|TRINITY_DN138039_c0_g1_i1:872-991,sp|P69172.1|,P69172.1,100.000,82.4,4.95e-22
lcl|TRINITY_DN138039_c0_g1_i1:21-875,sp|P03631.1|,P03631.1,100.000,566,0.0
lcl|TRINITY_DN138031_c0_g1_i1:256-801,sp|Q66GV0.2|,Q66GV0.2,44.253,162,6.71e-50
lcl|TRINITY_DN138007_c0_g1_i1:422-2140,sp|O08623.1|,O08623.1,35.119,109,2.56e-24
lcl|TRINITY_DN138073_c0_g1_i1:1180-2580,sp|Q9PUT6.1|,Q9PUT6.1,62.286,410,6.61e-140
lcl|TRINITY_DN138035_c0_g1_i1:2-448,sp|E9Q8T7.1|,E9Q8T7.1,44.966,135,1.70e-36
